Customer Type,Type of Travel,Class,Flight Distance,Inflight wifi service,Ease of Online booking,Online boarding,Seat comfort,Inflight entertainment,satisfaction
Loyal Customer,Personal Travel,Eco,395,2,2,5,2,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,473,4,1,3,3,4,neutral or dissatisfied
Loyal Customer,Business travel,Eco,566,5,3,2,2,4,satisfied
Loyal Customer,Business travel,Eco,937,4,3,4,5,5,satisfied
Loyal Customer,Business travel,Business,3314,5,5,2,5,5,satisfied
Loyal Customer,Business travel,Business,515,1,4,4,3,1,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,448,1,1,3,4,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,1009,4,4,4,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,1725,1,3,4,4,4,satisfied
Loyal Customer,Personal Travel,Eco,2586,1,1,4,5,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,491,4,4,4,4,3,satisfied
Loyal Customer,Personal Travel,Eco,1258,2,2,2,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,1537,3,4,3,3,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,666,4,4,4,2,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,2640,1,1,5,5,5,satisfied
Loyal Customer,Business travel,Business,2045,2,2,4,2,4,satisfied
Loyal Customer,Business travel,Business,1770,2,2,4,1,4,satisfied
Loyal Customer,Business travel,Business,946,4,4,5,4,4,satisfied
Loyal Customer,Business travel,Business,2156,4,4,5,5,4,satisfied
Loyal Customer,Personal Travel,Eco,473,2,2,1,1,2,neutral or dissatisfied
disloyal Customer,Business travel,Eco,889,3,3,3,4,5,neutral or dissatisfied
disloyal Customer,Business travel,Eco,733,4,5,5,3,3,satisfied
Loyal Customer,Business travel,Eco,429,4,5,4,4,4,satisfied
Loyal Customer,Business travel,Business,1723,3,4,4,4,5,satisfied
disloyal Customer,Business travel,Business,1085,2,2,2,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,1127,1,1,4,4,5,satisfied
Loyal Customer,Business travel,Business,182,0,0,4,4,5,satisfied
Loyal Customer,Personal Travel,Eco,190,3,3,3,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,3460,1,2,1,1,1,neutral or dissatisfied
Loyal Customer,Personal Travel,Business,529,2,2,1,1,3,neutral or dissatisfied
Loyal Customer,Business travel,Eco,1826,4,4,4,4,4,satisfied
Loyal Customer,Business travel,Business,171,4,3,4,1,4,satisfied
Loyal Customer,Personal Travel,Eco,458,3,3,3,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,1833,3,3,2,3,5,satisfied
Loyal Customer,Personal Travel,Eco Plus,323,4,4,4,5,5,satisfied
Loyal Customer,Business travel,Business,3493,5,5,5,5,5,satisfied
Loyal Customer,Business travel,Business,3192,3,3,2,1,5,satisfied
Loyal Customer,Personal Travel,Business,907,3,3,4,4,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,2291,1,1,4,4,4,satisfied
Loyal Customer,Personal Travel,Eco,895,3,3,3,1,1,neutral or dissatisfied
disloyal Customer,Business travel,Eco,491,2,1,1,4,4,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,446,4,4,4,5,5,neutral or dissatisfied
Loyal Customer,Business travel,Eco,265,4,4,2,1,3,satisfied
Loyal Customer,Personal Travel,Eco,488,5,4,4,1,5,satisfied
Loyal Customer,Business travel,Eco,868,3,2,3,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Eco,408,5,4,2,5,5,satisfied
Loyal Customer,Personal Travel,Eco Plus,2475,3,4,4,2,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,404,3,3,4,5,5,satisfied
Loyal Customer,Personal Travel,Eco,1017,1,1,1,1,1,neutral or dissatisfied
disloyal Customer,Business travel,Eco,707,1,1,1,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,148,3,3,5,5,4,satisfied
Loyal Customer,Personal Travel,Eco,261,3,3,3,4,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,2334,2,2,4,4,5,satisfied
Loyal Customer,Personal Travel,Eco,408,2,2,2,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Eco,368,2,4,4,4,2,neutral or dissatisfied
disloyal Customer,Business travel,Eco,1034,5,5,5,4,4,satisfied
Loyal Customer,Business travel,Eco,337,3,4,3,4,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,2586,2,2,5,5,4,satisfied
disloyal Customer,Business travel,Eco,448,5,5,5,2,2,satisfied
disloyal Customer,Business travel,Eco,139,2,3,3,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Eco,190,5,2,5,5,5,satisfied
Loyal Customer,Personal Travel,Eco Plus,581,5,5,5,4,4,satisfied
Loyal Customer,Business travel,Business,2447,3,2,4,4,4,satisfied
Loyal Customer,Business travel,Business,1788,3,3,4,5,4,satisfied
Loyal Customer,Business travel,Business,2630,1,3,4,4,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,2900,3,3,4,5,3,satisfied
Loyal Customer,Personal Travel,Eco,1947,1,0,0,5,5,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,343,1,2,2,5,5,neutral or dissatisfied
Loyal Customer,Personal Travel,Business,2133,3,3,4,4,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,3242,5,4,1,1,3,satisfied
Loyal Customer,Business travel,Business,3731,3,3,4,4,3,satisfied
Loyal Customer,Personal Travel,Eco,391,2,2,2,5,5,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,337,4,4,4,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,2963,1,1,4,5,5,satisfied
disloyal Customer,Business travel,Business,1546,2,2,2,5,5,neutral or dissatisfied
Loyal Customer,Business travel,Business,3421,1,1,5,4,4,satisfied
Loyal Customer,Business travel,Business,2732,2,2,2,1,4,satisfied
disloyal Customer,Business travel,Eco,1042,2,2,2,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,1647,5,3,5,5,5,satisfied
Loyal Customer,Personal Travel,Eco,1144,4,4,4,1,1,satisfied
Loyal Customer,Personal Travel,Eco,1020,1,1,1,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,1605,5,5,3,3,3,satisfied
Loyal Customer,Business travel,Business,1821,3,5,3,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Eco Plus,650,4,2,1,1,4,satisfied
Loyal Customer,Business travel,Eco Plus,701,0,0,0,5,5,satisfied
Loyal Customer,Business travel,Business,2992,4,4,4,3,3,satisfied
Loyal Customer,Business travel,Business,3851,1,1,5,5,5,satisfied
Loyal Customer,Personal Travel,Eco,874,1,2,5,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,3694,1,1,2,2,2,satisfied
Loyal Customer,Personal Travel,Eco,867,3,3,3,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,288,1,1,5,5,4,satisfied
Loyal Customer,Business travel,Business,2475,4,3,5,4,5,satisfied
Loyal Customer,Business travel,Business,3488,0,0,1,1,2,satisfied
Loyal Customer,Personal Travel,Eco,2381,2,2,2,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,2816,2,2,5,5,5,satisfied
Loyal Customer,Personal Travel,Eco Plus,2153,1,1,1,4,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,337,2,2,5,5,5,satisfied
Loyal Customer,Personal Travel,Eco Plus,502,2,2,2,3,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,2475,5,5,5,4,4,satisfied
Loyal Customer,Business travel,Eco,1554,4,1,4,3,4,satisfied
disloyal Customer,Business travel,Eco,237,3,3,3,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,3883,4,4,4,5,3,satisfied
Loyal Customer,Personal Travel,Eco Plus,761,3,3,3,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,1824,2,3,3,4,5,satisfied
Loyal Customer,Personal Travel,Eco,308,0,0,0,4,4,satisfied
disloyal Customer,Business travel,Business,190,3,3,3,3,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,333,1,1,1,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,879,2,2,5,5,4,satisfied
Loyal Customer,Business travel,Eco,854,1,3,4,4,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,1089,5,5,4,5,5,satisfied
Loyal Customer,Business travel,Business,2947,1,1,4,4,4,satisfied
Loyal Customer,Personal Travel,Business,377,1,1,5,5,3,neutral or dissatisfied
disloyal Customer,Business travel,Eco,2136,4,4,4,1,1,satisfied
Loyal Customer,Personal Travel,Eco,1846,2,2,2,2,2,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,1235,3,3,3,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,3090,0,0,4,5,4,satisfied
Loyal Customer,Personal Travel,Eco,239,3,3,3,5,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,2446,4,4,3,4,4,satisfied
Loyal Customer,Personal Travel,Eco,2586,4,5,5,1,1,satisfied
disloyal Customer,Business travel,Business,347,4,4,4,1,1,satisfied
Loyal Customer,Business travel,Eco,444,5,3,4,5,5,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,1182,2,2,2,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,314,4,4,5,5,5,satisfied
disloyal Customer,Business travel,Eco,687,1,1,1,2,5,neutral or dissatisfied
Loyal Customer,Business travel,Business,1808,4,4,2,3,4,satisfied
Loyal Customer,Personal Travel,Eco,1119,0,0,0,4,4,satisfied
Loyal Customer,Business travel,Business,1052,1,1,5,5,4,satisfied
Loyal Customer,Business travel,Business,794,1,1,4,5,5,satisfied
disloyal Customer,Business travel,Business,377,3,3,3,1,1,neutral or dissatisfied
disloyal Customer,Business travel,Eco,187,2,1,1,3,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Business,448,2,2,2,5,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,3513,3,3,5,5,5,satisfied
Loyal Customer,Personal Travel,Eco,1119,4,3,5,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,2329,5,5,5,1,4,satisfied
Loyal Customer,Business travel,Business,1542,4,4,4,4,4,satisfied
Loyal Customer,Personal Travel,Eco,213,3,3,3,5,5,neutral or dissatisfied
Loyal Customer,Business travel,Business,74,1,1,4,4,1,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,432,3,3,3,2,5,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,1670,1,1,1,3,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,2041,3,2,3,4,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,283,1,4,4,3,4,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,577,3,3,3,3,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco Plus,399,1,1,1,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,2655,5,5,4,4,5,satisfied
Loyal Customer,Business travel,Business,2602,3,3,4,4,2,satisfied
Loyal Customer,Business travel,Business,359,3,3,5,5,4,satisfied
disloyal Customer,Business travel,Business,767,3,3,3,2,2,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,533,3,3,4,4,2,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,1205,2,2,2,1,1,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,333,2,2,2,5,5,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,2521,4,4,4,1,5,neutral or dissatisfied
Loyal Customer,Business travel,Business,3128,2,2,5,5,5,satisfied
Loyal Customer,Business travel,Eco Plus,1069,1,2,1,2,1,neutral or dissatisfied
disloyal Customer,Business travel,Eco,1023,2,2,2,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,199,5,5,1,4,4,satisfied
Loyal Customer,Business travel,Business,919,5,5,5,5,5,satisfied
Loyal Customer,Personal Travel,Eco,805,2,2,2,5,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,622,2,3,3,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,1182,2,2,5,4,5,satisfied
disloyal Customer,Business travel,Eco,639,4,4,4,5,4,satisfied
Loyal Customer,Business travel,Business,3624,1,1,4,1,4,satisfied
Loyal Customer,Business travel,Business,725,1,1,5,5,3,satisfied
Loyal Customer,Personal Travel,Eco Plus,2556,2,2,5,5,5,neutral or dissatisfied
Loyal Customer,Business travel,Eco,1524,3,4,4,4,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,337,2,2,4,5,4,satisfied
disloyal Customer,Business travel,Eco,528,2,2,2,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,1597,1,1,4,4,5,satisfied
Loyal Customer,Business travel,Business,605,1,0,3,3,3,neutral or dissatisfied
disloyal Customer,Business travel,Eco,1144,3,3,3,3,3,neutral or dissatisfied
disloyal Customer,Business travel,Business,304,5,5,5,5,5,satisfied
Loyal Customer,Business travel,Business,3516,4,4,4,5,4,satisfied
Loyal Customer,Business travel,Business,2415,2,2,5,5,5,satisfied
Loyal Customer,Business travel,Eco Plus,462,2,3,2,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,2441,5,5,4,4,4,satisfied
disloyal Customer,Business travel,Eco Plus,357,4,4,4,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Eco,328,3,4,3,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,1998,5,5,1,3,4,satisfied
Loyal Customer,Personal Travel,Eco,109,4,4,4,1,1,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,675,4,4,4,5,5,neutral or dissatisfied
disloyal Customer,Business travel,Eco,989,4,4,4,5,5,satisfied
Loyal Customer,Business travel,Eco,73,1,3,4,4,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,3955,4,4,4,5,4,satisfied
Loyal Customer,Personal Travel,Eco,282,1,1,3,1,3,neutral or dissatisfied
disloyal Customer,Business travel,Eco,214,4,4,4,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,2866,4,4,4,5,4,satisfied
disloyal Customer,Business travel,Business,187,2,2,2,3,3,neutral or dissatisfied
disloyal Customer,Business travel,Eco,486,4,4,4,3,3,satisfied
Loyal Customer,Personal Travel,Eco,1096,2,2,2,1,5,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,650,1,1,3,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,507,4,2,5,5,5,satisfied
Loyal Customer,Business travel,Eco Plus,954,2,1,2,4,2,neutral or dissatisfied
Loyal Customer,Business travel,Eco,585,3,3,3,1,3,neutral or dissatisfied
Loyal Customer,Business travel,Eco Plus,944,5,5,5,5,5,satisfied
Loyal Customer,Business travel,Eco Plus,248,4,1,4,4,4,satisfied
Loyal Customer,Business travel,Business,2486,2,2,5,5,5,satisfied
Loyal Customer,Business travel,Business,162,3,3,5,2,5,satisfied
disloyal Customer,Business travel,Business,838,3,3,3,4,4,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,859,3,3,4,3,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,2582,2,2,1,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,1609,3,3,5,5,5,satisfied
Loyal Customer,Business travel,Business,253,4,4,2,1,3,satisfied
disloyal Customer,Business travel,Eco,489,2,3,3,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,2397,4,4,5,4,4,satisfied
Loyal Customer,Personal Travel,Eco,164,4,0,0,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,1663,5,5,2,4,4,satisfied
Loyal Customer,Personal Travel,Eco,595,2,2,2,5,5,neutral or dissatisfied
Loyal Customer,Business travel,Business,1773,3,3,5,5,4,satisfied
Loyal Customer,Business travel,Eco,459,3,4,3,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,3093,2,2,5,5,5,satisfied
Loyal Customer,Personal Travel,Business,366,2,2,3,3,4,neutral or dissatisfied
Loyal Customer,Business travel,Eco Plus,978,5,5,5,5,5,satisfied
disloyal Customer,Business travel,Business,1313,4,4,4,5,5,neutral or dissatisfied
Loyal Customer,Business travel,Business,2007,5,5,3,4,3,satisfied
Loyal Customer,Business travel,Business,2580,4,4,5,5,4,satisfied
Loyal Customer,Business travel,Business,2187,5,5,5,5,4,satisfied
Loyal Customer,Personal Travel,Business,1084,4,4,4,5,4,satisfied
Loyal Customer,Business travel,Business,2125,2,2,4,4,4,satisfied
disloyal Customer,Business travel,Eco,944,1,1,1,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,3722,3,1,5,5,5,satisfied
Loyal Customer,Business travel,Eco,113,4,1,5,4,4,satisfied
Loyal Customer,Business travel,Business,626,4,4,4,4,4,satisfied
Loyal Customer,Personal Travel,Eco,333,2,2,2,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,2959,5,5,5,4,4,satisfied
Loyal Customer,Business travel,Business,1642,4,4,4,4,4,satisfied
Loyal Customer,Personal Travel,Eco,67,3,0,2,2,5,neutral or dissatisfied
disloyal Customer,Business travel,Business,1737,3,3,3,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,1838,3,3,3,5,5,satisfied
Loyal Customer,Business travel,Business,268,3,3,4,4,4,satisfied
Loyal Customer,Business travel,Business,1966,1,4,3,3,1,neutral or dissatisfied
disloyal Customer,Business travel,Business,425,2,2,2,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,1306,4,2,5,4,4,satisfied
Loyal Customer,Business travel,Business,2014,1,1,4,5,3,satisfied
disloyal Customer,Business travel,Business,644,3,3,3,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,2520,3,4,3,4,3,neutral or dissatisfied
disloyal Customer,Business travel,Eco Plus,989,2,2,2,2,5,neutral or dissatisfied
Loyal Customer,Business travel,Business,3482,2,2,4,5,5,satisfied
Loyal Customer,Business travel,Eco,2355,4,2,4,4,4,satisfied
Loyal Customer,Business travel,Business,651,4,4,5,5,5,satisfied
Loyal Customer,Business travel,Business,1216,4,5,2,3,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,3579,2,2,4,4,5,satisfied
Loyal Customer,Personal Travel,Eco,1136,2,2,2,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Eco,244,4,2,3,5,4,satisfied
Loyal Customer,Business travel,Business,2084,1,1,5,4,4,satisfied
Loyal Customer,Business travel,Business,3767,2,2,5,3,4,satisfied
Loyal Customer,Personal Travel,Eco,707,1,1,1,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,2316,2,2,3,1,5,satisfied
disloyal Customer,Business travel,Eco,306,2,2,2,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,1303,2,2,4,5,5,satisfied
Loyal Customer,Business travel,Business,1426,2,2,5,5,5,satisfied
disloyal Customer,Business travel,Eco,372,3,3,3,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,689,4,4,4,5,5,satisfied
Loyal Customer,Business travel,Eco,368,1,4,1,3,1,neutral or dissatisfied
Loyal Customer,Business travel,Eco Plus,113,2,5,2,2,2,satisfied
Loyal Customer,Business travel,Business,509,5,5,4,5,5,satisfied
disloyal Customer,Business travel,Eco,725,1,1,1,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,2446,5,2,4,4,4,satisfied
Loyal Customer,Personal Travel,Eco,2704,2,2,1,1,4,neutral or dissatisfied
disloyal Customer,Business travel,Eco,978,1,1,1,5,5,neutral or dissatisfied
disloyal Customer,Business travel,Business,1067,5,5,5,4,4,satisfied
Loyal Customer,Business travel,Business,3849,5,5,4,5,5,satisfied
Loyal Customer,Business travel,Business,3991,0,0,5,4,2,satisfied
Loyal Customer,Business travel,Business,842,2,2,5,4,3,satisfied
Loyal Customer,Personal Travel,Business,2475,3,3,3,3,4,neutral or dissatisfied
Loyal Customer,Business travel,Eco,358,1,4,1,1,1,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,668,3,3,3,3,5,neutral or dissatisfied
disloyal Customer,Business travel,Business,357,3,3,3,5,5,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,1919,2,2,2,4,4,neutral or dissatisfied
